 success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r
1,0.0,0.0,0.0,0.01,0.0,0.17,0.0,0.04,0.22,0.45,0.4,0.05,0.07,0.35
1,0.0,0.0,0.0,0.01,0.0,0.2,0.0,0.03,0.25,0.49,0.5,0.08,0.01,0.49
1,0.0,0.0,0.0,0.03,0.0,0.14,0.0,0.15,0.39,0.61,0.58,0.09,0.03,0.55
1,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.24,0.66,0.6,0.67,0.05,0.07,0.49
1,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.28,0.82,0.71,0.81,0.12,0.06,0.48
1,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.19,0.84,0.85,0.81,0.16,0.04,0.52
1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,0.73,0.94,0.94,0.15,0.0,0.56
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.6,0.92,0.83,0.04,0.0,0.46
1,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.19,0.61,0.73,0.68,0.0,0.0,0.39
1,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.2,0.6,0.53,0.42,0.0,0.1,0.41
1,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.13,0.57,0.39,0.24,0.0,0.29,0.53
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.54,0.42,0.31,0.03,0.45,0.55
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.42,0.38,0.03,0.41,0.48
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.7,0.39,0.36,0.03,0.35,0.4
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.61,0.22,0.24,0.0,0.21,0.34
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.53,0.26,0.12,0.0,0.15,0.23
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.54,0.25,0.06,0.0,0.06,0.12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.63,0.3,0.02,0.0,0.06,0.04
1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.65,0.21,0.0,0.0,0.06,0.09
1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.12,0.63,0.19,0.0,0.0,0.02,0.2
1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,0.58,0.14,0.0,0.0,0.0,0.21
1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,0.53,0.09,0.0,0.0,0.03,0.15
1,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.08,0.44,0.03,0.0,0.0,0.1,0.01
1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.39,0.0,0.0,0.0,0.16,0.01
1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.0,0.0,0.0,0.25,0.0
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.31,0.0,0.0,0.0,0.27,0.0
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.31,0.0,0.0,0.0,0.28,0.0
1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,0.0,0.0,0.0,0.25,0.0
1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,0.0,0.0,0.0,0.26,0.0
1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.28,0.04,0.0,0.0,0.33,0.01
1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.07,0.0,0.0,0.36,0.01
1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.07,0.0,0.0,0.38,0.01
1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26,0.07,0.0,0.0,0.33,0.0
1,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.37,0.03,0.0,0.0,0.28,0.04
1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.49,0.03,0.0,0.0,0.16,0.08
1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.62,0.0,0.02,0.04,0.07,0.14
1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.62,0.0,0.08,0.06,0.01,0.14
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.63,0.0,0.18,0.06,0.0,0.09
1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.57,0.0,0.26,0.02,0.0,0.04
1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.52,0.0,0.26,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.16,0.44,0.0,0.19,0.0,0.0,0.01
1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.15,0.52,0.0,0.11,0.0,0.0,0.05
1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.15,0.55,0.0,0.06,0.0,0.0,0.09
1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.14,0.6,0.0,0.06,0.0,0.0,0.16
1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.55,0.0,0.03,0.0,0.0,0.15
1,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.08,0.46,0.0,0.03,0.0,0.0,0.2
1,0.03,0.0,0.0,0.52,0.0,0.08,0.0,0.04,0.43,0.0,0.01,0.03,0.0,0.18
1,0.03,0.0,0.0,0.71,0.0,0.02,0.0,0.0,0.43,0.0,0.01,0.03,0.0,0.26
1,0.03,0.0,0.0,0.62,0.0,0.03,0.0,0.02,0.46,0.0,0.0,0.03,0.0,0.27
1,0.0,0.0,0.0,0.58,0.0,0.05,0.0,0.03,0.41,0.0,0.0,0.0,0.0,0.32
1,0.0,0.0,0.0,0.51,0.0,0.08,0.0,0.03,0.4,0.0,0.0,0.0,0.0,0.3
1,0.0,0.0,0.0,0.46,0.0,0.06,0.0,0.03,0.37,0.0,0.0,0.0,0.0,0.32
1,0.0,0.0,0.0,0.35,0.0,0.04,0.0,0.03,0.38,0.0,0.0,0.0,0.0,0.31
1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.03,0.32,0.0,0.0,0.0,0.0,0.31
1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.29
1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.04,0.29,0.0,0.0,0.0,0.0,0.27
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.32,0.0,0.0,0.0,0.0,0.23
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.27,0.05,0.0,0.0,0.08,0.23
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.17,0.14,0.16,0.0,0.0,0.11,0.15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.14,0.1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.17,0.0,0.0,0.09,0.01
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.1,0.0,0.0,0.08,0.02
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.07,0.0,0.0,0.08,0.01
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.09,0.0,0.0,0.06,0.04
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.09,0.0,0.0,0.09,0.03
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.11,0.0,0.0,0.06,0.04
1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.18,0.07,0.06,0.0,0.0,0.08,0.06
1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,0.03,0.09,0.0,0.0,0.04,0.06
1,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.13,0.04,0.16,0.0,0.0,0.03,0.13
1,0.0,0.0,0.0,0.22,0.0,0.01,0.0,0.07,0.04,0.16,0.16,0.09,0.0,0.07
1,0.0,0.0,0.0,0.2,0.0,0.01,0.0,0.02,0.04,0.09,0.4,0.16,0.0,0.07
1,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.69,0.23,0.04,0.0
1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.31,0.04,0.0
1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.37,0.04,0.0
1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.36,0.0,0.0
1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0
1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.14,0.0,0.0
1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.19,0.0,0.0
1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.26,0.0,0.0
1,0.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.32,0.0,0.0
1,0.07,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.37,0.0,0.0
1,0.07,0.0,0.0,0.34,0.0,0.01,0.0,0.0,0.03,0.0,0.66,0.3,0.12,0.14
1,0.02,0.0,0.0,0.45,0.0,0.01,0.0,0.0,0.14,0.0,0.59,0.18,0.27,0.32
1,0.27,0.0,0.0,0.35,0.0,0.01,0.0,0.02,0.26,0.03,0.52,0.02,0.43,0.46
1,0.57,0.19,0.0,0.16,0.0,0.0,0.0,0.05,0.35,0.06,0.43,0.04,0.47,0.45
1,0.73,0.19,0.0,0.0,0.0,0.03,0.0,0.07,0.46,0.12,0.45,0.05,0.43,0.45
1,0.6,0.19,0.0,0.0,0.0,0.1,0.0,0.06,0.48,0.1,0.37,0.05,0.38,0.46
1,0.46,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.6,0.18,0.45,0.1,0.27,0.45
1,0.42,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.58,0.24,0.38,0.16,0.27,0.38
1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.65,0.27,0.47,0.21,0.2,0.34
1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.64,0.25,0.46,0.27,0.29,0.33
1,0.45,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.69,0.15,0.48,0.26,0.34,0.42
1,0.61,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.65,0.16,0.41,0.3,0.42,0.51
1,0.65,0.14,0.0,0.0,0.0,0.01,0.0,0.02,0.65,0.06,0.41,0.18,0.61,0.59
1,0.64,0.32,0.0,0.0,0.0,0.01,0.0,0.04,0.67,0.05,0.39,0.12,0.75,0.57
1,0.63,0.52,0.0,0.0,0.0,0.01,0.0,0.05,0.71,0.0,0.4,0.07,0.88,0.58
1,0.68,0.56,0.0,0.01,0.0,0.01,0.0,0.05,0.68,0.0,0.34,0.11,0.8,0.5
1,0.67,0.56,0.0,0.01,0.0,0.0,0.0,0.07,0.64,0.0,0.34,0.11,0.79,0.58
1,0.61,0.52,0.0,0.01,0.0,0.0,0.0,0.11,0.66,0.0,0.32,0.09,0.82,0.62
1,0.54,0.51,0.0,0.0,0.0,0.0,0.0,0.12,0.65,0.0,0.3,0.06,0.84,0.76
1,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.11,0.58,0.0,0.24,0.06,0.79,0.73
1,0.47,0.49,0.0,0.0,0.0,0.0,0.0,0.1,0.53,0.0,0.21,0.03,0.78,0.7
1,0.49,0.41,0.0,0.0,0.0,0.0,0.0,0.11,0.53,0.0,0.19,0.07,0.74,0.62
1,0.49,0.37,0.0,0.0,0.0,0.0,0.0,0.13,0.55,0.0,0.19,0.12,0.78,0.55
1,0.43,0.35,0.0,0.0,0.0,0.02,0.0,0.12,0.56,0.0,0.21,0.16,0.74,0.48
1,0.36,0.4,0.0,0.08,0.0,0.02,0.0,0.08,0.53,0.0,0.24,0.21,0.8,0.49
1,0.3,0.4,0.0,0.08,0.0,0.02,0.0,0.03,0.54,0.0,0.26,0.23,0.79,0.56
1,0.33,0.27,0.0,0.08,0.0,0.01,0.0,0.02,0.53,0.0,0.24,0.29,0.82,0.64
1,0.31,0.12,0.0,0.0,0.0,0.01,0.0,0.02,0.58,0.0,0.22,0.28,0.82,0.67
1,0.27,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.58,0.01,0.21,0.32,0.83,0.66
1,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.6,0.05,0.23,0.32,0.84,0.68
1,0.17,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.62,0.05,0.26,0.33,0.77,0.62
1,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.67,0.04,0.25,0.29,0.72,0.56
1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.69,0.01,0.23,0.26,0.64,0.51
1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.66,0.01,0.18,0.22,0.62,0.51
1,0.27,0.09,0.0,0.0,0.0,0.02,0.0,0.04,0.59,0.01,0.15,0.22,0.63,0.51
1,0.31,0.11,0.0,0.0,0.0,0.05,0.0,0.04,0.54,0.0,0.12,0.21,0.61,0.47
1,0.24,0.11,0.0,0.0,0.0,0.07,0.0,0.03,0.51,0.0,0.17,0.15,0.65,0.6
1,0.16,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.5,0.0,0.27,0.08,0.67,0.59
1,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.5,0.0,0.33,0.02,0.67,0.61
1,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.51,0.0,0.32,0.03,0.65,0.51
1,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.54,0.0,0.3,0.03,0.63,0.51
1,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.58,0.0,0.3,0.01,0.65,0.53
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.0,0.32,0.0,0.63,0.49
1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.63,0.0,0.31,0.0,0.62,0.49
1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.27,0.0,0.63,0.48
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.25,0.02,0.62,0.49
1,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.6,0.0,0.26,0.04,0.58,0.47
1,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.54,0.0,0.3,0.04,0.52,0.49
1,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.48,0.0,0.37,0.15,0.51,0.43
1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.35,0.13,0.55,0.39
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.39,0.13,0.58,0.35
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.01,0.31,0.06,0.59,0.37
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.01,0.35,0.06,0.52,0.31
1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.01,0.33,0.07,0.45,0.17
1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.37,0.04,0.4,0.07
1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.04,0.44,0.08
1,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.6,0.0,0.35,0.07,0.45,0.12
1,0.0,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.56,0.0,0.31,0.09,0.42,0.18
1,0.0,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.55,0.0,0.26,0.14,0.37,0.21
1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.26,0.11,0.34,0.24
1,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.51,0.01,0.25,0.06,0.4,0.25
1,0.0,0.22,0.0,0.09,0.0,0.0,0.0,0.0,0.5,0.03,0.21,0.02,0.47,0.2
1,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.01,0.52,0.03,0.17,0.0,0.53,0.2
1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.61,0.03,0.16,0.0,0.51,0.2
1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.65,0.05,0.19,0.0,0.48,0.25
1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.69,0.1,0.21,0.0,0.47,0.26
1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.68,0.12,0.2,0.0,0.48,0.28
1,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.71,0.12,0.18,0.0,0.44,0.32
1,0.01,0.17,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.09,0.18,0.0,0.41,0.38
1,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.03,0.77,0.08,0.17,0.0,0.41,0.41
1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.02,0.75,0.11,0.16,0.0,0.43,0.29
1,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.04,0.72,0.11,0.11,0.0,0.48,0.22
1,0.06,0.38,0.0,0.1,0.0,0.0,0.0,0.03,0.58,0.09,0.24,0.0,0.45,0.09
1,0.21,0.37,0.0,0.18,0.0,0.0,0.0,0.03,0.4,0.03,0.3,0.0,0.46,0.07
1,0.33,0.3,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.38,0.0,0.42,0.0
1,0.37,0.23,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.0,0.32,0.0,0.38,0.0
1,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.0,0.3,0.0,0.35,0.0
1,0.35,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.3,0.0,0.37,0.0
1,0.44,0.22,0.0,0.0,0.0,0.0,0.0,0.1,0.29,0.02,0.31,0.0,0.44,0.0
1,0.49,0.31,0.0,0.0,0.0,0.0,0.0,0.07,0.35,0.03,0.3,0.0,0.48,0.0
1,0.49,0.41,0.0,0.0,0.0,0.0,0.0,0.05,0.35,0.06,0.27,0.0,0.5,0.0
1,0.42,0.27,0.0,0.0,0.0,0.0,0.0,0.01,0.32,0.07,0.26,0.0,0.47,0.0
1,0.38,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.12,0.32,0.0,0.44,0.0
1,0.39,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.2,0.39,0.0,0.4,0.0
1,0.32,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.39,0.0,0.39,0.0
1,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.11,0.35,0.0,0.36,0.0
1,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.37,0.0,0.34,0.0,0.29,0.0
1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.48,0.0,0.35,0.0,0.22,0.0
1,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.49,0.0,0.37,0.0,0.21,0.0
1,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.46,0.01,0.4,0.0,0.26,0.0
1,0.21,0.02,0.0,0.14,0.0,0.0,0.0,0.03,0.44,0.01,0.41,0.0,0.28,0.0
1,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.02,0.43,0.01,0.41,0.0,0.27,0.0
1,0.15,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.43,0.0,0.42,0.0,0.22,0.0
1,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.43,0.0,0.46,0.0,0.21,0.0
1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.45,0.0,0.48,0.0,0.22,0.0
1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.45,0.01,0.48,0.0,0.25,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.01,0.47,0.0,0.25,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.01,0.4,0.0,0.24,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.29,0.0,0.24,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.16,0.0,0.24,0.0
