 success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r
1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.34,0.08,0.0,0.0
1,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.3,0.13,0.0,0.0
1,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.34,0.11,0.0,0.0
1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,1.37,0.13,0.0,0.0
1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,1.35,0.26,0.0,0.18
1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,1.1,0.38,0.0,0.3
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,1.1,0.37,0.0,0.41
1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.44,0.02,1.09,0.21,0.0,0.34
1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.54,0.02,1.33,0.04,0.0,0.33
1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.51,0.0,1.33,0.06,0.0,0.23
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1.39,0.05,0.0,0.19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.41,0.05,0.0,0.15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.0,1.47,0.0,0.0,0.28
1,0.0,0.0,0.05,0.01,0.0,0.01,0.0,0.05,0.45,0.0,1.54,0.05,0.0,0.29
1,0.0,0.0,0.13,0.01,0.0,0.05,0.0,0.05,0.42,0.0,1.51,0.05,0.0,0.31
1,0.0,0.0,0.22,0.01,0.0,0.12,0.0,0.03,0.38,0.0,1.49,0.1,0.0,0.27
1,0.0,0.0,0.17,0.0,0.0,0.11,0.0,0.0,0.22,0.0,1.34,0.05,0.0,0.33
1,0.0,0.0,0.1,0.0,0.0,0.07,0.0,0.0,0.13,0.0,1.34,0.05,0.0,0.42
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.3,0.0,0.0,0.46
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.32,0.0,0.0,0.49
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,1.28,0.0,0.0,0.47
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,1.18,0.0,0.0,0.47
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,1.14,0.0,0.0,0.32
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.94,0.01,0.0,0.31
1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.86,0.12,0.0,0.3
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.85,0.13,0.0,0.4
1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.09,0.11,0.0,0.44
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.34,0.01,0.0,0.51
1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,1.46,0.06,0.0,0.53
1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.38,0.06,0.0,0.45
1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.02,1.22,0.21,0.0,0.39
1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.04,1.12,0.26,0.0,0.34
1,0.48,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.05,1.08,0.33,0.0,0.44
1,0.34,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.04,1.13,0.22,0.0,0.49
1,0.31,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.04,1.22,0.12,0.0,0.6
1,0.21,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,1.28,0.1,0.0,0.67
1,0.19,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,1.32,0.07,0.0,0.71
1,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,1.22,0.07,0.0,0.71
1,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,1.22,0.02,0.0,0.61
1,0.12,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.06,1.15,0.0,0.0,0.6
1,0.11,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.13,1.27,0.15,0.13,0.77
1,0.11,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.31,1.32,0.21,0.23,0.93
1,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.19,0.51,1.41,0.21,0.31,1.02
1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.6,1.45,0.06,0.25,0.93
1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.53,1.48,0.01,0.24,0.87
1,0.24,0.0,0.07,0.0,0.0,0.0,0.0,0.05,0.0,0.44,1.64,0.0,0.16,0.76
1,0.32,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.34,1.75,0.0,0.09,0.65
1,0.3,0.0,0.22,0.0,0.0,0.0,0.0,0.18,0.0,0.38,1.92,0.0,0.0,0.5
1,0.28,0.0,0.24,0.0,0.05,0.0,0.0,0.2,0.0,0.45,1.93,0.0,0.0,0.53
1,0.3,0.0,0.1,0.0,0.05,0.0,0.0,0.17,0.0,0.52,1.95,0.0,0.0,0.45
1,0.91,0.48,0.28,0.0,0.04,0.0,0.0,0.27,0.0,0.73,1.85,0.0,0.0,0.33
1,1.47,1.0,0.44,0.02,0.0,0.0,0.0,0.34,0.0,0.8,1.78,0.0,0.0,0.12
1,1.89,1.29,0.53,0.02,0.0,0.0,0.0,0.32,0.13,0.73,1.79,0.0,0.15,0.21
1,1.76,1.14,0.42,0.02,0.0,0.0,0.0,0.14,0.21,0.45,1.75,0.02,0.36,0.26
1,1.63,1.09,0.28,0.0,0.0,0.0,0.0,0.0,0.21,0.36,1.74,0.02,0.49,0.26
1,1.33,0.97,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.43,1.56,0.02,0.45,0.13
1,1.18,0.86,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.54,0.0,0.3,0.12
1,1.13,0.77,0.09,0.0,0.0,0.0,0.0,0.05,0.0,0.65,1.69,0.0,0.17,0.13
1,1.06,0.75,0.13,0.0,0.0,0.0,0.0,0.05,0.18,0.71,1.98,0.0,0.06,0.24
1,0.84,0.63,0.06,0.0,0.0,0.0,0.0,0.05,0.37,0.75,2.1,0.0,0.0,0.23
1,0.47,0.25,0.06,0.0,0.0,0.0,0.0,0.01,0.59,0.66,2.2,0.0,0.0,0.42
1,0.25,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.46,0.71,2.23,0.0,0.0,0.38
1,0.15,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.45,0.62,2.3,0.0,0.0,0.36
1,0.03,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.36,0.69,2.19,0.03,0.0,0.24
1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.61,1.88,0.11,0.09,0.4
1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.51,1.69,0.11,0.23,0.62
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.26,1.59,0.08,0.23,0.78
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.57,0.0,0.16,0.67
1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.22,1.41,0.08,0.02,0.6
1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.4,1.16,0.28,0.02,0.44
1,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.59,1.06,0.32,0.0,0.44
1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.72,0.86,0.29,0.01,0.38
1,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.79,0.76,0.19,0.01,0.28
1,0.28,0.13,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.73,0.7,0.16,0.04,0.2
1,0.22,0.13,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.59,0.72,0.11,0.18,0.07
1,0.33,0.09,0.0,0.0,0.01,0.0,0.0,0.04,0.01,0.61,0.74,0.0,0.18,0.07
1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.21,0.44,0.51,0.12,0.22,0.13
1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.27,0.29,0.46,0.19,0.07,0.19
1,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.11,0.37,0.31,0.07,0.21
1,0.06,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.28,0.1,0.38,0.34,0.0,0.11
1,0.06,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.43,0.12,0.26,0.32,0.08,0.06
1,0.07,0.01,0.0,0.11,0.06,0.03,0.0,0.0,0.57,0.14,0.16,0.33,0.08,0.04
1,0.14,0.01,0.0,0.11,0.04,0.06,0.0,0.0,0.51,0.21,0.17,0.18,0.08,0.01
1,0.21,0.01,0.0,0.13,0.07,0.07,0.0,0.0,0.45,0.29,0.23,0.12,0.0,0.07
1,0.25,0.0,0.0,0.02,0.07,0.07,0.0,0.0,0.44,0.2,0.31,0.0,0.0,0.17
1,0.18,0.0,0.0,0.02,0.13,0.15,0.0,0.0,0.4,0.13,0.35,0.0,0.0,0.25
1,0.22,0.0,0.0,0.0,0.09,0.25,0.0,0.0,0.39,0.17,0.34,0.07,0.03,0.25
1,0.36,0.0,0.0,0.0,0.19,0.29,0.0,0.01,0.31,0.25,0.36,0.07,0.03,0.15
1,0.43,0.0,0.0,0.02,0.11,0.17,0.0,0.01,0.32,0.25,0.47,0.13,0.14,0.16
1,0.32,0.0,0.0,0.07,0.1,0.04,0.0,0.01,0.25,0.08,0.56,0.08,0.31,0.09
1,0.17,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.29,0.08,0.63,0.08,0.35,0.09
1,0.11,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.18,0.08,0.54,0.02,0.31,0.0
1,0.35,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.27,0.11,0.61,0.0,0.23,0.0
1,0.33,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.24,0.06,0.56,0.0,0.27,0.12
1,0.5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.43,0.16,0.58,0.0,0.36,0.12
1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.63,0.07,0.38,0.12
1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.24,0.72,0.12,0.34,0.0
1,0.47,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.24,0.73,0.12,0.3,0.01
1,0.53,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.26,0.12,0.68,0.07,0.29,0.06
1,0.59,0.05,0.0,0.03,0.0,0.01,0.0,0.0,0.27,0.21,0.6,0.02,0.43,0.06
1,0.51,0.0,0.0,0.03,0.0,0.01,0.0,0.01,0.3,0.14,0.42,0.08,0.38,0.05
1,0.41,0.0,0.04,0.03,0.0,0.0,0.0,0.01,0.44,0.24,0.28,0.06,0.37,0.04
1,0.2,0.0,0.04,0.0,0.0,0.08,0.0,0.01,0.39,0.34,0.1,0.06,0.43,0.1
1,0.2,0.0,0.04,0.0,0.0,0.12,0.0,0.0,0.28,0.42,0.08,0.0,0.44,0.21
1,0.14,0.0,0.01,0.0,0.0,0.21,0.0,0.0,0.29,0.37,0.09,0.0,0.42,0.17
1,0.17,0.0,0.01,0.0,0.0,0.15,0.0,0.0,0.39,0.26,0.15,0.0,0.3,0.11
1,0.15,0.0,0.01,0.0,0.0,0.11,0.0,0.0,0.46,0.22,0.17,0.0,0.27,0.0
1,0.21,0.0,0.01,0.0,0.0,0.13,0.0,0.0,0.31,0.3,0.09,0.0,0.29,0.0
1,0.44,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.27,0.02,0.0,0.3,0.0
1,0.61,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.18,0.27,0.06,0.0,0.36,0.0
1,0.7,0.01,0.0,0.0,0.0,0.09,0.0,0.0,0.29,0.13,0.12,0.0,0.36,0.0
1,0.7,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.23,0.21,0.12,0.0,0.33,0.0
1,0.5,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.22,0.14,0.3,0.0,0.27,0.0
1,0.31,0.0,0.04,0.0,0.0,0.11,0.0,0.03,0.2,0.13,0.4,0.0,0.15,0.0
1,0.13,0.0,0.04,0.0,0.0,0.11,0.0,0.03,0.38,0.0,0.5,0.0,0.06,0.05
1,0.22,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.36,0.0,0.42,0.0,0.01,0.05
1,0.33,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.42,0.0,0.45,0.0,0.04,0.05
1,0.36,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.31,0.0,0.52,0.0,0.11,0.0
1,0.29,0.0,0.02,0.0,0.0,0.07,0.0,0.05,0.36,0.0,0.57,0.0,0.14,0.0
1,0.23,0.0,0.03,0.0,0.0,0.07,0.0,0.03,0.4,0.01,0.63,0.0,0.1,0.04
1,0.17,0.0,0.03,0.0,0.0,0.05,0.0,0.04,0.5,0.03,0.72,0.0,0.03,0.1
1,0.19,0.0,0.01,0.0,0.0,0.04,0.0,0.04,0.52,0.04,0.75,0.0,0.0,0.15
1,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.48,0.03,0.66,0.0,0.0,0.12
1,0.16,0.0,0.0,0.0,0.01,0.09,0.0,0.01,0.43,0.01,0.5,0.0,0.01,0.06
1,0.08,0.0,0.0,0.08,0.01,0.07,0.0,0.0,0.34,0.1,0.29,0.0,0.01,0.15
1,0.16,0.0,0.0,0.15,0.01,0.0,0.0,0.0,0.25,0.19,0.26,0.0,0.01,0.15
1,0.09,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.28,0.19,0.43,0.0,0.0,0.15
1,0.09,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.39,0.09,0.63,0.0,0.0,0.0
1,0.02,0.0,0.0,0.45,0.0,0.04,0.0,0.0,0.51,0.08,0.64,0.0,0.0,0.0
1,0.12,0.0,0.0,0.44,0.0,0.04,0.0,0.0,0.39,0.16,0.55,0.0,0.05,0.0
1,0.18,0.0,0.0,0.4,0.0,0.04,0.0,0.0,0.41,0.16,0.55,0.0,0.05,0.0
1,0.19,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.45,0.08,0.69,0.0,0.05,0.04
1,0.09,0.0,0.0,0.45,0.0,0.04,0.0,0.04,0.49,0.07,0.6,0.0,0.0,0.04
1,0.21,0.0,0.0,0.37,0.0,0.04,0.0,0.04,0.37,0.17,0.52,0.0,0.0,0.09
1,0.22,0.0,0.0,0.45,0.0,0.04,0.0,0.04,0.27,0.17,0.46,0.0,0.0,0.07
1,0.21,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.31,0.12,0.62,0.0,0.0,0.1
1,0.04,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.24,0.23,0.65,0.16,0.07,0.05
1,0.14,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.24,0.31,0.58,0.16,0.21,0.03
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.33,0.68,0.17,0.28,0.0
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.18,0.74,0.01,0.32,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.22,0.8,0.01,0.18,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.26,0.71,0.0,0.26,0.0
1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.45,0.3,0.6,0.0,0.35,0.0
1,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.45,0.26,0.55,0.0,0.41,0.0
1,0.0,0.0,0.0,0.09,0.0,0.03,0.0,0.0,0.38,0.28,0.43,0.0,0.3,0.01
1,0.02,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.38,0.35,0.48,0.0,0.17,0.01
1,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.34,0.3,0.46,0.0,0.12,0.01
1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.28,0.43,0.0,0.24,0.0
1,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.27,0.11,0.38,0.06,0.17,0.0
1,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.33,0.08,0.26,0.06,0.17,0.0
1,0.01,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.31,0.0,0.29,0.06,0.01,0.0
1,0.07,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.5,0.0,0.27,0.0,0.01,0.0
1,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.47,0.0,0.39,0.0,0.0,0.0
1,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.48,0.0,0.37,0.08,0.0,0.0
1,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.4,0.04,0.39,0.08,0.0,0.0
1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.36,0.11,0.0,0.0
1,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.45,0.04,0.37,0.03,0.0,0.0
1,0.07,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.47,0.0,0.37,0.03,0.04,0.0
1,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.44,0.0,0.35,0.0,0.03,0.0
1,0.16,0.0,0.0,0.16,0.03,0.14,0.0,0.0,0.45,0.0,0.33,0.0,0.05,0.0
1,0.16,0.0,0.0,0.21,0.01,0.13,0.0,0.0,0.49,0.03,0.37,0.0,0.02,0.0
1,0.16,0.0,0.0,0.21,0.01,0.11,0.0,0.0,0.51,0.03,0.45,0.0,0.02,0.0
1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.56,0.03,0.43,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.4,0.0,0.0,0.0
1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.51,0.0,0.41,0.0,0.0,0.0
1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.54,0.02,0.5,0.0,0.04,0.0
1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.56,0.02,0.48,0.0,0.09,0.0
1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.53,0.02,0.41,0.0,0.1,0.0
1,0.15,0.17,0.0,0.01,0.0,0.0,0.0,0.0,0.49,0.0,0.26,0.0,0.19,0.0
1,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.04,0.16,0.0,0.28,0.0
1,0.31,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.07,0.0,0.33,0.0
1,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.09,0.09,0.0,0.24,0.0
1,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.15,0.08,0.11,0.01
1,0.13,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.21,0.08,0.08,0.11
1,0.17,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.25,0.08,0.03,0.17
1,0.13,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.27,0.0,0.03,0.2
1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.03,0.19
1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.32,0.0,0.09,0.22
1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.3,0.0,0.16,0.28
1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.38,0.22,0.0,0.21,0.25
1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.35,0.21,0.0,0.25,0.16
1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.31,0.17,0.0,0.18,0.13
1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.24,0.23,0.0,0.11,0.12
1,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.09,0.29,0.12,0.02,0.07,0.12
1,0.11,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.03,0.22,0.2,0.07,0.07,0.09
1,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.02,0.12,0.39,0.07,0.06,0.05
1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.68,0.06,0.0,0.05
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.84,0.0,0.0,0.05
1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.9,0.0,0.0,0.08
1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.9,0.0,0.0,0.08
1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.02,0.0,0.0,0.91,0.0,0.0,0.03
1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.81,0.0,0.0,0.03
1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.75,0.0,0.0,0.05
1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.02,0.0,0.7,0.0,0.0,0.22
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.75,0.0,0.0,0.26
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.02,0.0,0.8,0.0,0.0,0.24
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.72,0.04,0.0,0.08
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.06,0.0,0.66,0.07,0.0,0.05
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.58,0.16,0.0,0.22
1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.59,0.19,0.0,0.37
1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.64,0.2,0.0,0.5
1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.0,0.71,0.11,0.0,0.42
1,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.02,0.0,0.79,0.04,0.0,0.36
1,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.03,0.0,0.68,0.0,0.0,0.36
1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.67,0.0,0.0,0.4
1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.0,0.6,0.0,0.0,0.42
1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.01,0.0,0.4
