 success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r
1,0.2,0.01,0.11,0.0,0.0,0.0,0.0,0.23,0.14,0.36,0.61,0.0,0.67,0.22
1,0.11,0.01,0.11,0.0,0.0,0.0,0.0,0.33,0.17,0.45,0.84,0.0,0.65,0.3
1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.44,0.16,0.44,1.01,0.0,0.66,0.39
1,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.53,0.31,0.45,0.89,0.0,0.53,0.32
1,0.0,0.0,0.22,0.06,0.0,0.0,0.0,0.54,0.41,0.35,0.9,0.0,0.49,0.32
1,0.0,0.0,0.23,0.06,0.0,0.0,0.0,0.53,0.51,0.43,0.98,0.0,0.47,0.36
1,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.53,0.5,0.5,1.08,0.0,0.51,0.42
1,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.57,0.53,0.64,1.16,0.0,0.61,0.52
1,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.6,0.58,0.6,1.16,0.0,0.62,0.52
1,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.63,0.61,0.54,1.06,0.0,0.6,0.42
1,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.62,0.51,0.46,0.94,0.0,0.49,0.32
1,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.63,0.43,0.47,0.83,0.0,0.4,0.23
1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.54,0.42,0.35,0.79,0.0,0.5,0.23
1,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.45,0.49,0.21,0.79,0.0,0.63,0.26
1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.34,0.48,0.04,0.73,0.0,0.74,0.33
1,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.32,0.51,0.0,0.66,0.0,0.67,0.21
1,0.07,0.02,0.21,0.0,0.0,0.0,0.0,0.3,0.58,0.0,0.68,0.0,0.67,0.11
1,0.19,0.02,0.22,0.0,0.0,0.0,0.0,0.32,0.66,0.11,0.74,0.0,0.54,0.0
1,0.27,0.02,0.1,0.0,0.0,0.0,0.0,0.39,0.7,0.24,0.88,0.0,0.39,0.0
1,0.28,0.0,0.17,0.0,0.0,0.0,0.0,0.45,0.66,0.31,0.96,0.0,0.19,0.0
1,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.39,0.79,0.37,1.16,0.0,0.12,0.08
1,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.24,0.74,0.37,1.27,0.0,0.04,0.08
1,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.75,0.48,1.32,0.0,0.0,0.08
1,0.2,0.0,0.28,0.0,0.0,0.0,0.0,0.03,0.58,0.61,1.25,0.0,0.0,0.01
1,0.11,0.0,0.24,0.0,0.0,0.0,0.0,0.01,0.36,0.57,1.3,0.18,0.0,0.24
1,0.14,0.0,0.14,0.16,0.0,0.0,0.0,0.0,0.17,0.48,1.31,0.39,0.0,0.36
1,0.03,0.0,0.02,0.27,0.0,0.0,0.0,0.0,0.0,0.34,1.39,0.54,0.0,0.52
1,0.1,0.0,0.02,0.27,0.0,0.0,0.0,0.0,0.0,0.35,1.43,0.41,0.0,0.33
1,0.1,0.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.38,1.49,0.3,0.0,0.21
1,0.1,0.0,0.05,0.02,0.0,0.0,0.0,0.02,0.0,0.38,1.34,0.38,0.0,0.04
1,0.03,0.0,0.05,0.02,0.0,0.0,0.0,0.02,0.1,0.43,1.23,0.56,0.0,0.0
1,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.1,0.62,1.07,0.63,0.0,0.0
1,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.19,0.8,1.14,0.61,0.0,0.0
1,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.4,0.9,1.0,0.51,0.0,0.0
1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.16,0.65,0.8,0.96,0.52,0.0,0.0
1,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.23,0.84,0.77,0.81,0.45,0.0,0.0
1,0.35,0.0,0.06,0.03,0.0,0.0,0.0,0.25,0.78,0.69,0.8,0.37,0.0,0.0
1,0.59,0.06,0.08,0.03,0.0,0.0,0.0,0.22,0.87,0.78,0.85,0.3,0.0,0.0
1,0.59,0.06,0.03,0.04,0.0,0.0,0.0,0.23,1.0,0.73,0.95,0.3,0.0,0.0
1,0.53,0.06,0.03,0.01,0.0,0.0,0.0,0.32,1.08,0.89,0.96,0.41,0.0,0.0
1,0.45,0.04,0.0,0.01,0.0,0.0,0.0,0.45,1.16,0.84,0.89,0.44,0.0,0.0
1,0.46,0.04,0.01,0.0,0.0,0.0,0.0,0.54,1.24,0.87,0.93,0.43,0.0,0.0
1,0.48,0.04,0.01,0.11,0.0,0.0,0.0,0.59,1.42,0.78,1.04,0.49,0.0,0.0
1,0.42,0.0,0.01,0.17,0.0,0.0,0.0,0.59,1.49,0.75,1.16,0.53,0.0,0.0
1,0.33,0.0,0.03,0.22,0.0,0.0,0.0,0.53,1.5,0.76,1.18,0.56,0.0,0.0
1,0.3,0.0,0.03,0.11,0.0,0.0,0.0,0.47,1.5,0.77,1.25,0.54,0.0,0.0
1,0.2,0.0,0.03,0.05,0.0,0.0,0.0,0.39,1.5,0.75,1.22,0.58,0.0,0.0
1,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.33,1.44,0.72,1.19,0.55,0.0,0.0
1,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.2,1.22,0.64,1.19,0.48,0.0,0.0
1,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.09,1.05,0.64,1.26,0.47,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.68,1.34,0.55,0.0,0.0
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.79,1.36,0.56,0.0,0.0
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.73,1.25,0.44,0.0,0.0
1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.78,1.04,0.23,0.0,0.0
1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.78,0.92,0.08,0.0,0.0
1,0.29,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.11,0.95,1.02,0.0,0.07,0.02
1,0.21,0.0,0.0,0.0,0.0,0.09,0.0,0.03,0.92,0.81,1.18,0.0,0.09,0.02
1,0.17,0.07,0.05,0.0,0.0,0.09,0.06,0.09,0.98,0.81,1.35,0.0,0.21,0.02
1,0.28,0.07,0.1,0.0,0.0,0.04,0.21,0.19,1.03,0.68,1.4,0.0,0.14,0.18
1,0.6,0.19,0.19,0.0,0.0,0.08,0.38,0.27,1.23,0.6,1.41,0.0,0.37,0.31
1,0.43,0.13,0.14,0.05,0.0,0.08,0.32,0.31,1.18,0.3,1.17,0.0,0.48,0.58
1,0.32,0.13,0.19,0.08,0.0,0.04,0.17,0.28,0.94,0.09,0.87,0.0,0.64,0.65
1,0.04,0.06,0.25,0.25,0.0,0.0,0.0,0.2,0.67,0.0,0.65,0.0,0.46,0.57
1,0.15,0.06,0.34,0.49,0.0,0.0,0.0,0.16,0.6,0.0,0.55,0.0,0.3,0.46
1,0.32,0.22,0.38,0.69,0.0,0.0,0.0,0.13,0.6,0.0,0.56,0.0,0.22,0.46
1,0.32,0.19,0.37,0.68,0.0,0.0,0.0,0.19,0.62,0.0,0.57,0.0,0.16,0.48
1,0.3,0.23,0.49,0.64,0.0,0.0,0.0,0.22,0.67,0.0,0.54,0.0,0.08,0.47
1,0.27,0.19,0.53,0.54,0.0,0.0,0.0,0.27,0.66,0.0,0.48,0.0,0.07,0.46
1,0.33,0.16,0.51,0.38,0.0,0.0,0.0,0.26,0.63,0.0,0.49,0.0,0.07,0.57
1,0.36,0.13,0.44,0.2,0.0,0.0,0.0,0.27,0.67,0.0,0.5,0.0,0.1,0.54
1,0.26,0.01,0.34,0.16,0.0,0.0,0.0,0.26,0.64,0.0,0.5,0.0,0.03,0.41
1,0.15,0.0,0.36,0.33,0.0,0.0,0.0,0.29,0.61,0.0,0.43,0.0,0.03,0.34
1,0.04,0.0,0.38,0.25,0.0,0.13,0.0,0.29,0.5,0.0,0.28,0.0,0.01,0.41
1,0.0,0.0,0.37,0.2,0.0,0.26,0.0,0.3,0.47,0.0,0.15,0.0,0.07,0.56
1,0.0,0.0,0.37,0.04,0.0,0.44,0.0,0.3,0.37,0.0,0.0,0.0,0.08,0.67
1,0.0,0.0,0.38,0.05,0.0,0.48,0.0,0.35,0.3,0.0,0.0,0.0,0.12,0.67
1,0.0,0.0,0.47,0.01,0.0,0.49,0.0,0.37,0.29,0.0,0.0,0.0,0.05,0.65
1,0.0,0.0,0.52,0.06,0.0,0.49,0.0,0.39,0.3,0.0,0.0,0.0,0.04,0.62
1,0.0,0.0,0.46,0.15,0.0,0.42,0.0,0.42,0.41,0.0,0.0,0.0,0.0,0.63
1,0.0,0.0,0.41,0.23,0.0,0.42,0.0,0.46,0.33,0.0,0.0,0.0,0.0,0.55
1,0.0,0.0,0.34,0.19,0.0,0.32,0.0,0.48,0.43,0.0,0.0,0.0,0.07,0.58
1,0.0,0.0,0.36,0.24,0.0,0.28,0.0,0.5,0.4,0.0,0.0,0.0,0.1,0.63
1,0.0,0.0,0.34,0.27,0.0,0.26,0.0,0.49,0.44,0.0,0.0,0.0,0.11,0.72
1,0.0,0.0,0.35,0.35,0.0,0.35,0.0,0.48,0.32,0.0,0.0,0.0,0.09,0.75
1,0.0,0.0,0.38,0.22,0.0,0.31,0.0,0.46,0.32,0.0,0.04,0.0,0.14,0.83
1,0.07,0.0,0.6,0.15,0.0,0.38,0.0,0.43,0.35,0.0,0.13,0.0,0.14,0.83
1,0.14,0.02,0.75,0.06,0.0,0.34,0.0,0.44,0.43,0.0,0.19,0.0,0.09,0.74
1,0.19,0.02,0.91,0.04,0.0,0.46,0.0,0.41,0.46,0.0,0.23,0.0,0.05,0.75
1,0.16,0.02,0.79,0.0,0.0,0.38,0.0,0.45,0.51,0.0,0.18,0.0,0.03,0.76
1,0.15,0.0,0.79,0.02,0.0,0.37,0.0,0.42,0.51,0.0,0.23,0.0,0.08,0.94
1,0.14,0.0,0.79,0.02,0.0,0.32,0.0,0.45,0.53,0.0,0.24,0.0,0.05,0.91
1,0.22,0.0,0.87,0.02,0.0,0.31,0.0,0.42,0.51,0.0,0.36,0.0,0.05,1.0
1,0.28,0.0,0.89,0.0,0.0,0.3,0.0,0.46,0.51,0.0,0.33,0.0,0.0,0.91
1,0.32,0.0,0.81,0.0,0.0,0.26,0.0,0.45,0.5,0.0,0.31,0.0,0.0,0.96
1,0.3,0.0,0.74,0.0,0.0,0.25,0.0,0.44,0.49,0.0,0.24,0.0,0.0,0.92
1,0.3,0.0,0.69,0.0,0.0,0.24,0.0,0.42,0.51,0.0,0.25,0.0,0.08,0.98
1,0.21,0.0,0.6,0.09,0.0,0.17,0.0,0.39,0.36,0.0,0.19,0.0,0.11,0.87
1,0.11,0.0,0.57,0.11,0.0,0.08,0.0,0.35,0.19,0.0,0.1,0.0,0.17,0.92
1,0.01,0.0,0.57,0.25,0.0,0.0,0.0,0.33,0.05,0.0,0.01,0.0,0.14,0.96
1,0.01,0.0,0.62,0.23,0.0,0.0,0.0,0.34,0.05,0.0,0.0,0.0,0.19,1.08
1,0.01,0.0,0.61,0.21,0.0,0.0,0.0,0.39,0.09,0.0,0.0,0.0,0.21,1.07
1,0.0,0.0,0.55,0.1,0.0,0.0,0.0,0.4,0.12,0.0,0.0,0.0,0.24,1.03
1,0.0,0.0,0.46,0.16,0.0,0.0,0.0,0.37,0.16,0.0,0.0,0.0,0.23,1.0
1,0.0,0.0,0.41,0.28,0.0,0.0,0.0,0.33,0.16,0.0,0.0,0.0,0.22,0.99
1,0.0,0.0,0.37,0.31,0.0,0.0,0.0,0.34,0.15,0.0,0.03,0.0,0.16,0.98
1,0.0,0.0,0.42,0.31,0.0,0.0,0.0,0.36,0.14,0.0,0.04,0.0,0.13,0.9
1,0.0,0.0,0.42,0.34,0.0,0.0,0.0,0.36,0.14,0.0,0.07,0.0,0.06,0.82
1,0.0,0.0,0.45,0.38,0.0,0.0,0.0,0.33,0.14,0.0,0.06,0.0,0.06,0.83
1,0.04,0.01,0.43,0.27,0.0,0.02,0.0,0.25,0.25,0.0,0.05,0.0,0.08,0.8
1,0.08,0.05,0.41,0.26,0.0,0.04,0.0,0.2,0.31,0.0,0.02,0.0,0.08,0.85
1,0.11,0.09,0.38,0.35,0.0,0.08,0.0,0.15,0.39,0.0,0.0,0.0,0.13,0.81
1,0.07,0.18,0.37,0.41,0.0,0.09,0.0,0.21,0.37,0.0,0.0,0.0,0.1,0.9
1,0.03,0.19,0.35,0.41,0.0,0.13,0.0,0.25,0.42,0.0,0.0,0.0,0.12,0.86
1,0.05,0.15,0.35,0.23,0.0,0.13,0.0,0.27,0.45,0.0,0.0,0.0,0.05,0.83
1,0.13,0.14,0.36,0.17,0.0,0.13,0.0,0.24,0.42,0.0,0.0,0.0,0.02,0.72
1,0.13,0.11,0.37,0.12,0.0,0.09,0.0,0.24,0.38,0.0,0.0,0.0,0.0,0.71
1,0.08,0.11,0.35,0.12,0.0,0.07,0.0,0.24,0.33,0.0,0.0,0.0,0.0,0.75
1,0.0,0.12,0.35,0.08,0.0,0.04,0.0,0.24,0.3,0.0,0.01,0.0,0.0,0.8
1,0.02,0.13,0.39,0.02,0.0,0.03,0.0,0.24,0.27,0.0,0.01,0.0,0.06,0.78
1,0.02,0.13,0.36,0.14,0.0,0.01,0.0,0.24,0.24,0.0,0.01,0.0,0.12,0.82
1,0.02,0.04,0.3,0.14,0.0,0.0,0.0,0.18,0.17,0.0,0.06,0.0,0.21,0.88
1,0.0,0.01,0.22,0.13,0.0,0.0,0.0,0.15,0.09,0.0,0.1,0.01,0.21,0.96
1,0.0,0.0,0.22,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.01,0.23,0.99
1,0.0,0.0,0.22,0.06,0.0,0.0,0.0,0.14,0.03,0.0,0.05,0.01,0.16,1.04
1,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.15,0.13,0.0,0.07,0.0,0.15,1.07
1,0.0,0.0,0.18,0.03,0.0,0.0,0.0,0.16,0.19,0.0,0.06,0.0,0.08,0.97
1,0.0,0.0,0.19,0.04,0.0,0.0,0.0,0.18,0.21,0.0,0.06,0.0,0.12,0.94
1,0.0,0.0,0.21,0.03,0.0,0.0,0.0,0.17,0.18,0.0,0.02,0.0,0.07,0.91
1,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.14,0.2,0.0,0.02,0.0,0.08,1.0
1,0.0,0.0,0.27,0.05,0.0,0.0,0.0,0.17,0.26,0.0,0.02,0.0,0.03,0.98
1,0.01,0.0,0.3,0.07,0.0,0.0,0.0,0.16,0.31,0.0,0.06,0.0,0.04,1.03
1,0.05,0.0,0.32,0.12,0.0,0.0,0.0,0.15,0.36,0.0,0.06,0.0,0.03,0.99
1,0.05,0.0,0.33,0.23,0.0,0.0,0.0,0.16,0.35,0.0,0.07,0.01,0.12,0.84
1,0.04,0.0,0.36,0.31,0.0,0.0,0.0,0.15,0.44,0.0,0.02,0.03,0.15,0.64
1,0.0,0.0,0.35,0.37,0.0,0.0,0.0,0.17,0.54,0.0,0.02,0.06,0.33,0.56
1,0.0,0.0,0.37,0.45,0.0,0.0,0.0,0.14,0.67,0.0,0.0,0.06,0.4,0.55
1,0.0,0.0,0.35,0.51,0.0,0.0,0.0,0.16,0.64,0.0,0.0,0.04,0.51,0.49
1,0.0,0.0,0.37,0.55,0.0,0.0,0.0,0.16,0.59,0.0,0.03,0.01,0.42,0.39
1,0.0,0.0,0.38,0.48,0.0,0.0,0.0,0.16,0.63,0.0,0.08,0.05,0.36,0.39
1,0.0,0.01,0.41,0.32,0.0,0.0,0.0,0.14,0.59,0.0,0.1,0.13,0.27,0.38
1,0.0,0.01,0.42,0.14,0.0,0.0,0.0,0.09,0.57,0.0,0.15,0.19,0.32,0.34
1,0.0,0.01,0.44,0.09,0.0,0.0,0.0,0.04,0.59,0.0,0.17,0.21,0.36,0.3
1,0.0,0.08,0.36,0.09,0.0,0.0,0.0,0.02,0.75,0.0,0.17,0.19,0.48,0.34
1,0.0,0.08,0.3,0.14,0.0,0.0,0.0,0.05,0.89,0.0,0.23,0.23,0.58,0.38
1,0.0,0.08,0.25,0.05,0.0,0.0,0.0,0.12,0.86,0.0,0.35,0.17,0.67,0.32
1,0.0,0.0,0.22,0.05,0.0,0.0,0.0,0.26,0.7,0.0,0.55,0.17,0.79,0.26
1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.36,0.67,0.0,0.59,0.13,0.92,0.21
1,0.0,0.0,0.23,0.01,0.0,0.0,0.0,0.38,0.68,0.0,0.7,0.2,0.97,0.15
1,0.0,0.0,0.43,0.01,0.0,0.0,0.0,0.33,0.76,0.01,0.82,0.28,0.94,0.08
1,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.32,0.65,0.01,1.0,0.28,0.87,0.01
1,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.26,0.39,0.08,1.0,0.22,0.86,0.0
1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.23,0.22,0.99,0.07,0.94,0.04
1,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.2,0.1,0.28,0.96,0.0,0.81,0.1
1,0.04,0.0,0.35,0.0,0.0,0.0,0.0,0.23,0.15,0.34,0.87,0.0,0.74,0.1
1,0.04,0.0,0.36,0.0,0.0,0.0,0.0,0.22,0.08,0.37,0.85,0.0,0.45,0.06
1,0.11,0.0,0.31,0.01,0.0,0.0,0.0,0.23,0.08,0.39,0.79,0.0,0.45,0.0
1,0.2,0.0,0.18,0.11,0.0,0.0,0.0,0.17,0.1,0.52,0.89,0.0,0.36,0.15
1,0.39,0.19,0.08,0.14,0.0,0.0,0.0,0.11,0.14,0.51,0.85,0.0,0.32,0.29
1,0.58,0.19,0.0,0.29,0.0,0.0,0.0,0.0,0.19,0.62,0.77,0.0,0.22,0.53
1,0.72,0.2,0.0,0.39,0.0,0.0,0.0,0.0,0.17,0.55,0.61,0.0,0.16,0.6
1,0.82,0.16,0.0,0.67,0.0,0.0,0.0,0.0,0.26,0.56,0.58,0.0,0.33,0.71
1,0.86,0.37,0.0,0.73,0.0,0.0,0.0,0.0,0.34,0.57,0.71,0.0,0.44,0.7
1,0.92,0.58,0.0,0.71,0.0,0.0,0.0,0.0,0.46,0.52,0.8,0.0,0.6,0.69
1,1.17,0.78,0.0,0.46,0.0,0.0,0.0,0.0,0.56,0.59,0.72,0.0,0.52,0.6
1,1.43,1.11,0.0,0.24,0.0,0.0,0.0,0.06,0.52,0.46,0.48,0.0,0.52,0.56
1,1.64,1.45,0.0,0.06,0.0,0.0,0.0,0.18,0.52,0.42,0.37,0.0,0.48,0.58
1,1.61,1.51,0.0,0.0,0.0,0.0,0.0,0.34,0.39,0.28,0.3,0.0,0.61,0.62
1,1.49,1.32,0.0,0.0,0.0,0.0,0.0,0.36,0.48,0.27,0.31,0.0,0.57,0.57
1,1.22,1.02,0.0,0.0,0.0,0.0,0.0,0.23,0.52,0.18,0.56,0.14,0.38,0.35
1,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.18,0.73,0.08,0.83,0.34,0.13,0.14
1,0.56,0.68,0.0,0.0,0.0,0.0,0.0,0.28,0.89,0.0,1.2,0.6,0.0,0.0
1,0.6,0.74,0.0,0.0,0.0,0.0,0.0,0.48,1.11,0.0,1.29,0.58,0.0,0.0
1,0.75,0.63,0.0,0.0,0.0,0.0,0.0,0.68,1.38,0.13,1.24,0.61,0.0,0.0
1,0.69,0.49,0.0,0.0,0.0,0.0,0.0,0.8,1.62,0.35,1.2,0.55,0.0,0.0
1,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.98,1.85,0.52,1.06,0.65,0.0,0.0
1,0.43,0.2,0.0,0.0,0.0,0.0,0.0,1.02,1.88,0.65,1.15,0.53,0.0,0.0
1,0.58,0.14,0.0,0.0,0.0,0.0,0.0,1.04,1.95,0.56,1.17,0.45,0.0,0.03
1,0.63,0.02,0.0,0.0,0.0,0.0,0.0,1.01,1.91,0.66,1.17,0.32,0.06,0.15
1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.94,0.62,1.13,0.26,0.22,0.42
1,0.77,0.26,0.0,0.0,0.0,0.0,0.0,0.89,1.69,0.63,1.02,0.14,0.41,0.54
1,0.63,0.26,0.02,0.0,0.0,0.0,0.0,0.61,1.47,0.36,1.06,0.05,0.43,0.51
1,0.52,0.26,0.02,0.0,0.0,0.0,0.0,0.43,1.26,0.2,1.12,0.0,0.33,0.38
1,0.38,0.03,0.06,0.0,0.0,0.0,0.0,0.31,1.25,0.13,1.17,0.0,0.24,0.31
1,0.49,0.03,0.09,0.0,0.0,0.0,0.0,0.39,1.14,0.13,1.17,0.0,0.16,0.2
1,0.53,0.03,0.3,0.0,0.0,0.0,0.0,0.35,1.07,0.11,1.13,0.0,0.1,0.1
1,0.6,0.0,0.37,0.0,0.0,0.0,0.0,0.29,1.02,0.12,1.2,0.0,0.0,0.11
1,0.7,0.07,0.41,0.0,0.0,0.0,0.0,0.25,1.11,0.21,1.27,0.0,0.0,0.28
1,0.81,0.16,0.36,0.0,0.0,0.0,0.0,0.28,1.06,0.36,1.31,0.0,0.02,0.34
1,0.72,0.16,0.42,0.0,0.0,0.0,0.0,0.37,1.0,0.45,1.17,0.0,0.14,0.36
1,0.56,0.08,0.43,0.0,0.0,0.0,0.0,0.48,0.88,0.51,1.13,0.0,0.25,0.32
1,0.46,0.0,0.38,0.0,0.0,0.0,0.0,0.65,0.96,0.65,1.07,0.0,0.61,0.47
1,0.52,0.02,0.52,0.0,0.02,0.0,0.0,0.82,1.2,0.88,1.14,0.1,0.79,0.55
1,0.4,0.02,0.43,0.0,0.02,0.0,0.0,0.91,1.31,0.73,1.0,0.1,0.95,0.55
1,0.27,0.04,0.41,0.0,0.02,0.0,0.0,0.97,1.35,0.4,0.93,0.1,0.8,0.38
1,0.11,0.02,0.26,0.0,0.01,0.0,0.0,1.04,1.17,0.06,0.86,0.0,0.88,0.21
1,0.26,0.02,0.44,0.0,0.08,0.0,0.0,1.11,1.23,0.15,0.96,0.0,0.95,0.15
1,0.49,0.06,0.59,0.0,0.15,0.0,0.0,1.21,1.3,0.15,1.04,0.0,1.1,0.3
1,0.61,0.06,0.59,0.0,0.15,0.0,0.0,1.27,1.4,0.18,1.08,0.0,1.01,0.43
1,0.67,0.06,0.65,0.0,0.11,0.0,0.0,1.28,1.48,0.18,1.07,0.0,1.0,0.38
1,0.59,0.0,0.56,0.0,0.06,0.0,0.0,1.23,1.59,0.33,1.33,0.04,0.9,0.27
1,0.66,0.0,0.54,0.0,0.08,0.0,0.0,1.16,1.66,0.41,1.38,0.07,0.85,0.13
1,0.68,0.0,0.41,0.0,0.08,0.0,0.05,1.15,1.69,0.44,1.28,0.07,0.84,0.36
1,0.72,0.0,0.4,0.0,0.06,0.01,0.16,1.14,1.55,0.33,0.81,0.03,0.85,0.52
