 success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1,0.23041999999999999,0.253121,-0.939594,0.0440492,0.28912899999999997,-0.956276,0.241882,0.302325,-0.922005,0.0597693,0.35749699999999995,-0.932
1,0.252849,0.256387,-0.932916,0.0479916,0.305334,-0.9510350000000001,0.250653,0.294137,-0.9223110000000001,0.051836,0.365646,-0.929309
1,0.25293499999999997,0.258869,-0.932207,0.0537785,0.307161,-0.9501370000000001,0.24773699999999999,0.287941,-0.925049,0.0549702,0.359467,-0.9315370000000001
1,0.256387,0.257852,-0.9315459999999999,0.055103599999999996,0.303356,-0.951283,0.24990700000000002,0.27974099999999996,-0.9269799999999999,0.054958900000000005,0.34975500000000004,-0.9352280000000001
1,0.26014499999999996,0.25557399999999997,-0.931132,0.0555351,0.301154,-0.9519569999999999,0.250361,0.27173400000000003,-0.9292360000000001,0.05226619999999999,0.342864,-0.9379299999999999
1,0.260311,0.254558,-0.931364,0.0562249,0.300631,-0.952082,0.248459,0.267464,-0.930984,0.0510601,0.339353,-0.9392719999999999
1,0.26066999999999996,0.252975,-0.931695,0.0564101,0.299546,-0.952413,0.247935,0.264006,-0.93211,0.050505400000000006,0.336635,-0.9402799999999999
1,0.26140399999999997,0.27918699999999996,-0.9239709999999999,0.040624900000000005,0.304631,-0.9516040000000001,0.24704,0.28886100000000003,-0.924949,0.030135500000000003,0.342821,-0.938917
1,0.273177,0.264968,-0.924752,0.036751,0.306735,-0.9510850000000001,0.25258600000000003,0.272271,-0.928477,0.0222084,0.344088,-0.938675
1,0.292471,0.260733,-0.920043,0.045730099999999996,0.314743,-0.948075,0.263928,0.262839,-0.92804,0.024583,0.34776799999999997,-0.937258
1,0.31074,0.24527800000000002,-0.9183030000000001,0.09220110000000001,0.307915,-0.9469360000000001,0.281958,0.246772,-0.927148,0.071147,0.33573400000000003,-0.9392659999999999
1,0.313761,0.248692,-0.9163549999999999,0.0985456,0.320171,-0.9422200000000001,0.290496,0.238695,-0.9266270000000001,0.0842817,0.335848,-0.9381379999999999
1,0.320939,0.255029,-0.912118,0.10697899999999999,0.310521,-0.944527,0.302423,0.249505,-0.919939,0.09528660000000001,0.33103699999999997,-0.938794
1,0.314706,0.246902,-0.916515,0.09511389999999999,0.299769,-0.949259,0.30482800000000004,0.238641,-0.922025,0.0920233,0.318261,-0.943526
1,0.313546,0.24750500000000003,-0.91675,0.0915378,0.314799,-0.944734,0.29762,0.23418699999999998,-0.925516,0.0841193,0.327877,-0.940968
1,0.309404,0.24481599999999998,-0.918877,0.0929893,0.320156,-0.94279,0.29387399999999997,0.22999699999999998,-0.9277610000000001,0.0868967,0.330491,-0.939801
1,0.298865,0.247419,-0.9216629999999999,0.08375239999999999,0.33814299999999997,-0.9373600000000001,0.286107,0.23228400000000002,-0.929617,0.0825292,0.347556,-0.9340200000000001
1,0.30645500000000003,0.26222399999999996,-0.915054,0.0979228,0.31777,-0.943098,0.29234699999999997,0.245094,-0.9243709999999999,0.09048510000000001,0.32456,-0.941527
1,0.312081,0.25537600000000005,-0.9150889999999999,0.105274,0.328104,-0.938757,0.302169,0.237067,-0.923306,0.104486,0.3338,-0.9368350000000001
1,0.31295,0.243637,-0.9179889999999999,0.09588660000000002,0.32716999999999996,-0.9400879999999999,0.299526,0.230562,-0.925811,0.092914,0.339133,-0.9361389999999999
1,0.31200100000000003,0.238065,-0.9197719999999999,0.0988963,0.315931,-0.943614,0.307283,0.216633,-0.926632,0.10431300000000002,0.319684,-0.941765
1,0.320166,0.24319000000000002,-0.915616,0.100918,0.324911,-0.9403450000000001,0.31367399999999995,0.220543,-0.9235629999999999,0.105025,0.32822199999999996,-0.938744
1,0.318158,0.24468299999999998,-0.915918,0.09451810000000001,0.286382,-0.953442,0.310106,0.2099,-0.927241,0.0919838,0.278913,-0.955901
1,0.315306,0.23715799999999998,-0.9188790000000001,0.0899155,0.318056,-0.9437989999999999,0.303261,0.19736800000000002,-0.9322440000000001,0.0886451,0.305323,-0.9481139999999999
1,0.320573,0.227588,-0.9194760000000001,0.08985900000000001,0.32779,-0.9404680000000001,0.302609,0.186877,-0.934615,0.0851501,0.31456799999999996,-0.945408
1,0.311663,0.235165,-0.920632,0.0940753,0.303796,-0.948081,0.293258,0.199159,-0.935059,0.08460089999999999,0.293927,-0.952076
1,0.30194499999999996,0.241761,-0.922161,0.0876623,0.29146,-0.952558,0.282154,0.207827,-0.9365879999999999,0.0742228,0.283273,-0.9561629999999999
1,0.343744,0.232641,-0.90979,0.120476,0.270294,-0.95521,0.324284,0.196045,-0.925422,0.10523099999999999,0.260629,-0.9596870000000001
1,0.34870100000000004,0.225446,-0.9097149999999999,0.125085,0.259321,-0.957657,0.334852,0.185911,-0.9237479999999999,0.115229,0.247094,-0.962116
1,0.338392,0.226644,-0.9133040000000001,0.123597,0.26726,-0.955665,0.3244,0.186933,-0.927265,0.114657,0.25395,-0.960397
1,0.32813600000000004,0.22806300000000002,-0.916687,0.126119,0.272357,-0.953895,0.317971,0.191101,-0.9286409999999999,0.12171900000000001,0.260318,-0.9578200000000001
1,0.330074,0.22948000000000002,-0.915636,0.11320999999999999,0.262642,-0.9582290000000001,0.327671,0.189598,-0.925572,0.11546,0.24982800000000002,-0.961382
1,0.335704,0.198006,-0.9209219999999999,0.09303360000000001,0.274471,-0.957084,0.306867,0.164437,-0.9374399999999999,0.0739745,0.270762,-0.9598
1,0.31595300000000004,0.236871,-0.9187299999999999,0.0922272,0.275554,-0.956851,0.299795,0.22783499999999998,-0.926399,0.08135980000000001,0.296012,-0.9517129999999999
1,0.304616,0.251052,-0.918794,0.054729099999999996,0.329225,-0.942664,0.27458,0.258881,-0.92606,0.0361569,0.369665,-0.9284610000000001
1,0.32810500000000004,0.257388,-0.9089,0.0556722,0.327221,-0.943307,0.29578000000000004,0.26859099999999997,-0.9167190000000001,0.0334792,0.375299,-0.926299
1,0.322085,0.252339,-0.9124620000000001,0.0495727,0.318421,-0.946652,0.289441,0.255089,-0.92258,0.026386400000000004,0.357462,-0.9335549999999999
1,0.327256,0.238681,-0.9142950000000001,0.0470049,0.318331,-0.9468139999999999,0.297281,0.239326,-0.924309,0.0284782,0.35590900000000003,-0.9340860000000001
1,0.30894099999999997,0.260903,-0.914596,0.05806030000000001,0.326903,-0.9432729999999999,0.28838400000000003,0.245229,-0.925579,0.0470534,0.343862,-0.937841
1,0.311356,0.254753,-0.91551,0.0521424,0.323221,-0.944886,0.29031599999999996,0.247308,-0.9244209999999999,0.0409964,0.349521,-0.936031
1,0.313382,0.25745,-0.914063,0.0466667,0.32116,-0.945875,0.295842,0.239959,-0.9246059999999999,0.038189,0.337794,-0.9404450000000001
1,0.315931,0.254405,-0.9140379999999999,0.0514581,0.32374,-0.9447459999999999,0.297581,0.23692600000000003,-0.924831,0.042798199999999995,0.33971399999999996,-0.9395549999999999
1,0.31900500000000004,0.257242,-0.9121739999999999,0.0517345,0.318096,-0.9466459999999999,0.306399,0.233921,-0.9227139999999999,0.0477903,0.328945,-0.943139
1,0.31546599999999997,0.268137,-0.910266,0.046291900000000004,0.33269,-0.9418989999999999,0.30132600000000004,0.254769,-0.918855,0.0414143,0.353903,-0.934365
1,0.31411300000000003,0.23921900000000001,-0.918753,0.0908044,0.24005300000000002,-0.9665040000000001,0.292024,0.22990700000000003,-0.928367,0.0683325,0.259791,-0.9632440000000001
1,0.31763800000000003,0.22698400000000002,-0.920644,0.0861242,0.243612,-0.966041,0.299568,0.228492,-0.9263100000000001,0.0701594,0.27611199999999997,-0.9585610000000001
1,0.317393,0.222313,-0.921867,0.08613530000000001,0.24682300000000001,-0.965225,0.294982,0.228196,-0.9278540000000001,0.06670670000000001,0.28311,-0.956765
1,0.319975,0.22329699999999997,-0.9207360000000001,0.0792251,0.248459,-0.965397,0.293889,0.237719,-0.9258069999999999,0.0561367,0.29494499999999996,-0.9538639999999999
1,0.307731,0.223994,-0.924731,0.0837293,0.236204,-0.968089,0.286394,0.23805199999999999,-0.928068,0.0637425,0.279754,-0.957953
1,0.325275,0.23155100000000003,-0.916832,0.0817902,0.239912,-0.9673430000000001,0.300825,0.253529,-0.9193620000000001,0.057897300000000006,0.29484299999999997,-0.9537899999999999
1,0.320552,0.232981,-0.918132,0.0852547,0.24546700000000002,-0.965649,0.28734499999999996,0.26159899999999997,-0.9214120000000001,0.0530044,0.306598,-0.950362
1,0.339773,0.23122199999999998,-0.911642,0.082676,0.22735500000000003,-0.9702959999999999,0.303779,0.249281,-0.9195530000000001,0.044949300000000005,0.281643,-0.958466
1,0.330638,0.24071399999999998,-0.912543,0.0869051,0.22999,-0.969305,0.305417,0.248942,-0.9191020000000001,0.059425,0.271484,-0.960607
1,0.33952,0.238538,-0.909849,0.07285839999999999,0.280152,-0.9571870000000001,0.309098,0.253608,-0.916592,0.0475561,0.33114299999999997,-0.9423819999999999
1,0.312812,0.258722,-0.913899,0.0658198,0.313871,-0.9471809999999999,0.279457,0.271809,-0.920882,0.0399013,0.359185,-0.9324129999999999
1,0.306425,0.261352,-0.915314,0.0503673,0.326104,-0.943991,0.273041,0.277633,-0.921069,0.026089499999999998,0.37543899999999997,-0.92648
1,0.31611300000000003,0.25905900000000004,-0.912667,0.0718562,0.310921,-0.947716,0.280384,0.273425,-0.9201219999999999,0.0431224,0.357842,-0.932786
1,0.319664,0.256338,-0.912198,0.0677072,0.295511,-0.952937,0.28315300000000004,0.263434,-0.9221860000000001,0.0362034,0.336503,-0.9409860000000001
1,0.318366,0.259561,-0.911741,0.0552934,0.31916300000000003,-0.9460850000000001,0.27660500000000005,0.272048,-0.9216719999999999,0.0218393,0.366719,-0.930075
1,0.32754099999999997,0.267404,-0.906207,0.0454344,0.32877,-0.943317,0.28473899999999996,0.27885,-0.917151,0.0110708,0.377626,-0.925892
1,0.311681,0.27072399999999996,-0.9108040000000001,0.06902260000000002,0.30965,-0.948342,0.265788,0.277466,-0.9232379999999999,0.028189299999999997,0.349419,-0.936542
1,0.31755300000000003,0.24506,-0.916027,0.0638337,0.31189,-0.9479719999999999,0.265639,0.245721,-0.932232,0.021325599999999997,0.346416,-0.937838
1,0.311089,0.252614,-0.916193,0.0653908,0.311882,-0.947868,0.25824899999999995,0.25855900000000004,-0.9308360000000001,0.020820599999999998,0.350657,-0.9362729999999999
1,0.32107800000000003,0.241939,-0.9156280000000001,0.0504533,0.298771,-0.95299,0.266367,0.24594499999999997,-0.9319649999999999,0.00347221,0.339073,-0.9407540000000001
1,0.317196,0.250916,-0.9145639999999999,0.052844600000000005,0.30509200000000003,-0.9508559999999999,0.27055100000000004,0.25182,-0.9291870000000001,0.0137451,0.341675,-0.939718
1,0.31690799999999997,0.262639,-0.911367,0.0464635,0.310849,-0.9493229999999999,0.272633,0.264499,-0.925047,0.00889096,0.349375,-0.936941
1,0.295344,0.495014,-0.817149,-0.00689097,0.401277,-0.9159309999999999,0.291106,0.49146599999999996,-0.8208030000000001,-0.0285543,0.44480699999999995,-0.8951709999999999
1,0.27471100000000004,0.44862299999999994,-0.850454,0.0242523,0.400675,-0.915899,0.263885,0.44886499999999996,-0.8537469999999999,0.00454333,0.43971899999999997,-0.898124
1,0.347918,0.363976,-0.8639879999999999,0.025559099999999998,0.381907,-0.923847,0.315127,0.365679,-0.87577,-0.00562464,0.43066899999999997,-0.902493
1,0.310829,0.38842899999999997,-0.8674719999999999,-0.0288363,0.415307,-0.909224,0.28586999999999996,0.388999,-0.875761,-0.049032099999999995,0.463841,-0.884561
1,0.275777,0.5111140000000001,-0.8140689999999999,-0.037661,0.43418199999999996,-0.9000379999999999,0.281442,0.505854,-0.815415,-0.045401,0.47691400000000006,-0.877777
1,0.272818,0.515847,-0.812079,0.0312752,0.405262,-0.913665,0.28812600000000005,0.49984300000000004,-0.816787,0.0273113,0.427073,-0.903805
1,0.214986,0.29972600000000005,-0.9294870000000001,-0.00332114,0.343281,-0.939227,0.172903,0.299222,-0.9383870000000001,-0.0371138,0.37282,-0.927161
1,0.229196,0.295008,-0.927599,0.005231399999999999,0.304454,-0.9525129999999999,0.187526,0.287086,-0.93937,-0.0343093,0.327532,-0.944217
1,0.246673,0.303174,-0.9204549999999999,0.043058099999999995,0.309112,-0.95005,0.20548899999999998,0.295509,-0.9329790000000001,0.00284991,0.329955,-0.943992
1,0.240943,0.290281,-0.926112,0.038079400000000006,0.311145,-0.949599,0.195126,0.275875,-0.9411790000000001,-0.00425402,0.32452,-0.9458690000000001
1,0.217933,0.29166,-0.931364,0.029813599999999996,0.28982600000000003,-0.956615,0.16650399999999999,0.29531999999999997,-0.9407780000000001,-0.0215395,0.320434,-0.947026
